"Type","Country","Region","Location","Name","Latitude","Longitude","Year Deployment","Year Modification","Bottom Depth [m]","Reef Edge [m]","Min. Dist. From Coastline [km]","Surrounding Seabed","Meadows","Reef Typology","Structure Wreck","Material","Arrangement Modules","Origin Reef","Total Area [sqm]","Total Volume [cum]","Oasis [Nr.]","Distance Between Oasis [m]","Oasi Dimension[sqm]","Type Of Structures","Structures [Nr.]","Structures Dimension [m]","Dist. Between Structures [m]","Modules Shape","Modules [Nr.]","Dist Between Modules [m]","Dimension LWH [m]","Weight Or Displacement [tons]","Experimental/Professional","Scope","Exploitation","Possible Exploitation","Observations","Biocenosis","Alien Species","Protected Species","Protected area","Management Program","Concession Area","Surveillance Service","Monitoring Program","Available data","Available literature (Scientific or Grey)"
"Artificial reef","Italy","Veneto","Caorle","Caorle",45.581,12.904,2004,,,,2.8,,"No","Specifically designed modules",,"Concrete","Geometrically assembled",,,,,,,"Two types of Tecnoreef pyramid,  concrete prisms,  concrete mixed structures, trunked pyramid"," 3-level Tecnoreef  with plates of 80 cm (4), 2-level Tecnoreef with plates of 120 cm (2), concrete prisms (4), concrete mixed structures (2), trunked pyramids (2)",,,,,,,,"Experimental","Diving/Snorkeling, Finfish enhancement, Habitat protection","Maybe","Diving/Snorkeling, Recreational fishery",,,,,,,,,,,"Le BA esistenti in Veneto. Manuale per il monitoraggio delle barriere artificiali sommerse. 2006. INTERREG III A – Transfrontaliero Adriatico. Tavolo blu Adriatico per la gestione sostenibile delle attività di pesca e delle risorse alieutiche dell'Adriatico - ADRIBLU. p: 66-68."
"Artificial reef","Italy","Veneto","Eraclea","Eraclea",45.535,12.765,2005,,,,,,,"Specifically designed modules",,"Concrete",,,,,,,,,,,,,,,,,,"Finfish enhancement, Habitat restoration",,,,,,,,,,,,,
"Artificial reef","Italy","Veneto","Porto Viro","Porto Viro",45.029,12.465,2010,,,,,,,"Specifically designed modules",,"Concrete",,,,,,,,,,,,,,,,,,"Finfish enhancement, Habitat restoration",,,,,,,,,,,,,
"Artificial reef","Italy","Veneto","Bibione","Bibione",45.584,12.981,2014,,,,,,,"Specifically designed modules",,"Concrete",,,,,,,,,,,,,,,,,,"Diving/Snorkeling, Habitat protection, Recreational fishery",,"Diving/Snorkeling, Fishing Tourism",,,,,,,,,,,
"Wreck","Italy","Friuli Venezia Giulia","Miramare","Rimurciador",45.6919444444444,13.6844444444444,,,"17 - 19",,2.12,"Sand, Mud",,"Decommissioned structures","to be defined",,,,,,,,,,,,,,,,"7/3",,,,,,"recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-1"
"Wreck","Italy","Friuli Venezia Giulia","Trieste","Sub Sea",45.7019444444444,13.6233333333333,1995,,"11 - 16",,4.9,"Sand, Mud",,"Decommissioned structures","floating vessel",,,,,,,,,,,,,,,,"13.24 / 5.62 / 2.05",37,,"Finfish enhancement","Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-2"
"Wreck","Italy","Friuli Venezia Giulia","Sistiana","Submarine Molch",45.7666666666667,13.6305555555556,1945,,"8 - 10 ",,0.08,"Sand",,"Decommissioned structures","Germanic navy submarine",,,,,,,,,,,,,,,,"10.8 / 1.82",11,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-3"
"Wreck","Italy","Friuli Venezia Giulia","Lignano Sabbiadoro","Consolidated B-24H/ J Liberator",45.5722222222222,13.25,"1944-1945",,"13 - 15",,11.9,"Sand",,"Decommissioned structures","American air force heavy bomber",,,,,,,,,,,,,,,,"20.47 / 33.53 / 5.49",32.296,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-4"
"Wreck","Italy","Veneto","Jesolo","Wreck of the stones",45.4655555555556,12.7519444444444,,,"18 - 22",,5.47,"Sand",,"Decommissioned structures","sunk vessel/ship",,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-5"
"Wreck","Italy","Veneto","Jesolo","Nivia",45.3272222222222,13.0130555555556,1995,,"19 - 33",,27.36,"Sand",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"72.25 / 9.52 / 4.20",794,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-6"
"Wreck","Italy","Veneto","Jesolo","Vila",45.4219444444444,12.6466666666667,1935,,"16 - 23",,6.9,"Sand",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"105.20 / 14.60 / 7.31",3365,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-7"
"Wreck","Italy","Veneto","Cavallino Treporti","5 PN",45.3455555555556,12.6955555555556,1915,,"18 - 22",,15.29,"Mud",,"Decommissioned structures","Italian navy torpedo vessel",,,,,,,,,,,,,,,,"42.50 / 4.64",108,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-8"
"Wreck","Italy","Veneto","Cavallino Treporti","88 S",45.3908333333333,12.5775,1915,,"18 - 20",,7.72,"Sand",,"Decommissioned structures","Italian navy torpedo vessel",,,,,,,,,,,,,,,,"39 / 4.80",80,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-9"
"Wreck","Italy","Veneto","Venice","Vrmac",45.3647222222222,12.4427777777778,1961,,"9 - 16",,6.44,"Mud",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"64.74 / 10.11 / 4.80",996,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-10"
"Wreck","Italy","Veneto","Alberoni","Unknown",45.3363888888889,12.3211111111111,,,"13 - 15",,0.32,"Mud",,"Decommissioned structures","barge",,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-11"
"Wreck","Italy","Veneto","Venice","Quintino Sella",45.2872222222222,12.5769444444444,1943,,"17 - 23",,19.31,"Mud",,"Decommissioned structures","Italian navy destroyer vessel",,,,,,,,,,,,,,,,"84.91 / 8.6",970,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-12"
"Wreck","Italy","Veneto","Porto Levante","Amalfi",45.2252777777778,12.8330555555556,1915,,"28 - 30",,31.22,"Sand",,"Decommissioned structures","Italian navy armored cruiser",,,,,,,,,,,,,,,,"140.5 / 21.06",9832,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-13"
"Wreck","Italy","Veneto","Chioggia","Sovrana dei mari",45.24,12.3502777777778,,,"12 - 16",,,"Mud",,"Decommissioned structures","fishing vessel",,,,,,,,,,,,,,,,"20.20 / 6 / 2.97",90,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-14"
"Wreck","Italy","Veneto","Chioggia","Evdokia II ",45.1858333333333,12.4588888888889,1991,,"17 - 28",,8.85,"Sand",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"77.30 / 11.90 / 6.86",1743,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-15"
"Wreck","Italy","Veneto","Porto Levante","Ferreo",45.0802777777778,12.6933333333333,1988,,"25 - 29",,14.48,"Mud",,"Decommissioned structures","fishing vessel",,,,,,,,,,,,,,,,"21.60 / 5.21 / 2.23",57,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-16"
"Wreck","Italy","Emilia Romagna","Comacchio","Unknown",44.6894444444444,12.7913888888889,,,"33 - 36",,,"Sand",,"Decommissioned structures","to be defined",,,,,,,,,,,,,,,,"15 / 5",,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-17"
"Wreck","Italy","Emilia Romagna","Comacchio","BYMS 2053",44.6625,12.6386111111111,1945,,"26 - 30",,19.31,"Mud",,"Decommissioned structures","British navy minesweeper",,,,,,,,,,,,,,,,"34.62 / 7.08",207,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-18"
"Wreck","Italy","Emilia Romagna","Porto Corsini","Taurus",44.5363888888889,12.4772222222222,1944,,"19 - 22",,13.68,"Mud",,"Decommissioned structures","tug vessel",,,,,,,,,,,,,,,,"30 / 6.13 / 3.64",141,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-19"
"Wreck","Italy","Emilia Romagna","Marina di Ravenna","Candiano",44.5136111111111,12.3391666666667,1966,,"8 - 10",,4.02,"Mud",,"Decommissioned structures","floating vessel",,,,,,,,,,,,,,,,"73.45 / 10.99 / 5",1350,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-20"
"Wreck","Italy","Emilia Romagna","Ravenna","Paros",44.4947222222222,12.3588888888889,1979,,"8 - 12",,4.83,"Mud",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"64.98 / 11 / 5.80",1164,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-21"
"Wreck","Italy","Emilia Romagna","Ravenna","Bettolina",44.5363888888889,12.4772222222222,,,"19 - 22",,13.68,"Mud",,"Decommissioned structures","to be defined",,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-22"
"Wreck","Italy","Emilia Romagna","Ravenna","Il batanone",44.3863888888889,12.8277777777778,,,"39 - 41",,,"Sand",,"Decommissioned structures","to be defined",,,,,,,,,,,,,,,,"20 / 5",,,,"Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-23"
"Wreck","Italy","Emilia Romagna","Cervia","Ambra Mattia",44.35,12.9,,,"46 - 50",,,"Sand",,"Decommissioned structures","fishing vessel",,,,,,,,,,,,,,,,"15 / 4",,,,"Diving/Snorkeling","Diving/Snorkeling","technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-24"
"Wreck","Italy","Emilia Romagna","Rimini","Anni",44.2169444444444,13.0341666666667,1989,,"38 - 52",,29.29,"Sand",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"57.83 / 8.89 / 13.52",499,,,"Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-25"
"Wreck","Italy","Emilia Romagna","Rimini","Benvenuto",44.1444444444444,12.7061111111111,1996,,"10 - 16",,20.33,"Sand, Mud",,"Decommissioned structures","fishing vessel",,,,,,,,,,,,,,,,"18.55 / 5.36 / 2.12",34,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-26"
"Wreck","Italy","Apulia","Lesina","Eden V",41.9013888888889,15.3852777777778,1988,,"0 - 0.5",,0,"Sand",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"95 / 14.81 / 7.60",2918,,,"Diving/Snorkeling","Diving/Snorkeling","part of the wreck out of the water",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-27"
"Wreck","Italy","Apulia","Isole Tremiti","Lombardo",42.1175,15.4816666666667,1864,,"4 - 16",,0.1,"Rocks, Sand",,"Decommissioned structures","Italian navy transport vessel",,,,,,,,,,,,,,,,"48.35 / 7.40 / 4.23",729,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-28"
"Wreck","Italy","Apulia","Isole Tremiti","Padre Giovanni",42.1408333333333,15.5325,,,"75 - 80",,0.68,"Sand",,"Decommissioned structures","fishing vessel",,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling","technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-29"
"Wreck","Italy","Apulia","Torre Preposti","Kenmar",41.7761111111111,16.2777777777778,1945,,"17 - 18",,5.47,"Sand",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"124.79 / 16.51 / 8.25",6844,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-30"
"Wreck","Italy","Apulia","Barletta","Triton",41.4986111111111,16.3258333333333,1940,,"28 - 37",,16.09,"Mud",,"Decommissioned structures","British navy submarine",,,,,,,,,,,,,,,,"83.82 / 7.92",1095,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-31"
"Wreck","Italy","Apulia","Bisceglie","Alessandro Primo",41.4513888888889,16.7661111111111,1991,,"85 - 110",,26.36,"Mud",,"Decommissioned structures","water tanker vessel",,,,,,,,,,,,,,,,"103.90 / 14.23 / 6.24",2506,,,"Diving/Snorkeling","Diving/Snorkeling","technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-32"
"Wreck","Italy","Apulia","Bisceglie","Veliero",41.2777777777778,16.5897222222222,,,"39 - 45",,5.47,"Mud",,"Decommissioned structures","to be defined",,,,,,,,,,,,,,,,"50 / 7",,,,"Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-33"
"Wreck","Italy","Apulia","Polignano a Mare","Penelope",40.9972222222222,17.2580555555556,1942,,"37 - 48",,1.13,"Sand",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"73.40 / 10.97 / 5.20",1160,,,"Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-34"
"Wreck","Italy","Apulia","Torre Canne","Gulten Islamoglu",40.8758333333333,17.5041666666667,1994,,"18 - 40",,4.51,"Rocks, Mud",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"75.01 / 11.51 / 5.40",459,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-35"
"Wreck","Italy","Apulia","Torre Canne","Delia",40.8647222222222,17.5805555555556,1942,,"60 - 68",,6.28,"Sand, Mud",,"Decommissioned structures","cargo vessel",,,,,,,,,,,,,,,,"125.95 / 15.85 / 8.47",5406,,,"Diving/Snorkeling","Diving/Snorkeling","technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-36"
"Wreck","Italy","Apulia","Brindisi","Confienza",40.7275,17.9213888888889,1940,,"70 - 81",,4.18,"Sand",,"Decommissioned structures","Italian navy torpedo vessel",,,,,,,,,,,,,,,,"88.44 / 8.02",862,,,"Diving/Snorkeling","Diving/Snorkeling","technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-37"
"Wreck","Italy","Apulia","Brindisi","Tricheco",40.6916666666667,17.9994444444444,1942,,"70 - 80",,2.69,"Sand",,"Decommissioned structures","Italian navy submarine",,,,,,,,,,,,,,,,"69.80 / 7.18",963,,,"Diving/Snorkeling","Diving/Snorkeling","technical diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-38"
"Wreck","Italy","Apulia","Brindisi","Asmara",40.6538888888889,18.0466666666667,1943,,"18 - 19",,2.09,"Sand",,"Decommissioned structures","Italian navy cargo vessel",,,,,,,,,,,,,,,,"138.61 / 17.14",6850,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-39"
"Wreck","Italy","Apulia","Brindisi","Douglas C-47 skytrain (Dakota) MM.61770",40.5025,18.1455555555556,1960,,"18",,,"Rocks, Sand",,"Decommissioned structures","transport plane and navigation training, Italian air force",,,,,,,,,,,,,,,,"19.65 / 28.95 / 4.98",11.415,,,"Diving/Snorkeling","Diving/Snorkeling","recreational diving",,,,,,,,,,"Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-40"
